review_id,feature,opinion,sentiment,token,engagement
2084,0,supplements,careful,7.97115e+17,0,@MarjiJSherman: A reason to be careful w/ dietary supplements!
2096,0,supplements,young-looking,7.97114e+17,2,Prevent ageing - use diet supplements for young-looking skin Beauty supplements and wrinkle prevention #beauty #m
2096,0,supplements,young-looking,7.97114e+17,2,Prevent ageing - use diet supplements for young-looking skin Beauty supplements and wrinkle prevention #beauty #m
2101,0,supplements,SevenPoint2,7.97114e+17,0,Get in shape with SevenPoint2 alkaline supplements and show off your new body #loseweight #weightloss #alkalinediet
2103,0,supplements,voNc,7.97114e+17,0,Have sexual relations conjugate supplements: aiding thine face equines debarment straight a laudable necrology: voNc
2111,0,vitamins,#NatureMadeAtWalmart,7.97113e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2117,0,vitamins,#NatureMadeAtWalmart,7.97113e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2124,2,shipping,Free,7.97113e+17,0,"Supplements, Free shipping!"
2127,0,supplements,best,7.97113e+17,1,"The best supplements for firmer, healthier and clear skin"
2135,0,supplements,good,7.97112e+17,1,"Realize your genetic potential with good diet, exercise and clinically proven supplements:"
2135,0,supplements,proven,7.97112e+17,1,"Realize your genetic potential with good diet, exercise and clinically proven supplements:"
2146,0,vitamins,#NatureMadeAtWalmart,7.97111e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2151,0,supplements,good,7.97111e+17,2,@PrettyOverPetty This website has really good hair supplements but their Shampoo will produ
2152,1,results,better,7.97111e+17,0,better results than just hair supplements alone.
2161,2,powder,healthy,7.9711e+17,0,@Puritan2000 do you have any advice on a healthy protein powder and healthy supplements I should be taking?
2161,2,supplements,healthy,7.9711e+17,0,@Puritan2000 do you have any advice on a healthy protein powder and healthy supplements I should be taking?
2165,0,supplements,Predominate,7.9711e+17,0,Predominate accent breakage supplements: AqHDIgCxw
2167,1,vitamins,#NatureMadeAtWalmart,7.9711e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2177,0,supplements,acetate,7.9711e+17,0,Cancer treatments could evolve from research showing that acetate supplements speed up cancer growth
2182,0,vitamins,#NatureMadeAtWalmart,7.97109e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2185,0,supplements,probiotic,7.97109e+17,2,Very best probiotic supplements: sDCaDJ
2185,0,supplements,best,7.97109e+17,2,Very best probiotic supplements: sDCaDJ
2214,0,supplements,certain,7.97107e+17,0,@ManboobsNoMore: Lavender or tea tree oil and certain supplements such as Dong Quai and Tribulus terrestris have also been associated wi
2216,0,feel,old,7.97107e+17,0,16 year 'Old Mick' doesn't look or feel so old any more!
2230,1,vitamins,#NatureMadeAtWalmart,7.97107e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2231,0,products,formulated,7.97107e+17,0,"Newly formulated products feature Opti-GutTM, a blend of probiotics and natural ingredients promotes healthy belly."
2231,0,ingredients,natural,7.97107e+17,0,"Newly formulated products feature Opti-GutTM, a blend of probiotics and natural ingredients promotes healthy belly."
2232,0,capsule,probiotic,7.97106e+17,0,"With over 5 billion probiotic CFUs per capsule, #PBAssist+ is one of the most naturally effective #supplements eve"
2248,0,vitamins,#NatureMadeAtWalmart,7.97106e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2251,0,supplements,male,7.97105e+17,-3,@StarPriest: >tfw you beat the globalists using male vitality supplements and screaming
2252,0,supplements,NSF-certified,7.97105e+17,0,More #Nutrilite supplements are now NSF-certified!
2253,34,supplements,NSF-certified,7.97105e+17,0,More #Nutrilite supplements are now NSF-certified!
2265,0,supplements,best,7.97105e+17,-1,Thank you @onnit for supplying me with the best supplements in the game for this fight
2266,0,supplements,Herbal,7.97105e+17,0,"#Ayurvedic treatment for renal, Herbal supplements for renal, Herbal medicine for #chronic condition."
2266,0,supplements,#Ayurvedic,7.97105e+17,0,"#Ayurvedic treatment for renal, Herbal supplements for renal, Herbal medicine for #chronic condition."
2266,0,supplements,renal,7.97105e+17,0,"#Ayurvedic treatment for renal, Herbal supplements for renal, Herbal medicine for #chronic condition."
2267,0,food,safe,7.97105e+17,1,"@PrisonPlanet Hey, do I still need to pick up supplements at Infowars, or is the food safe now?"
2268,0,supplements,dietary,7.97104e+17,0,UAE Health Ministry orders withdrawal of two dietary supplements #UAE 1
2280,1,supplements,good,7.97103e+17,1,Anyone know of any good probiotic supplements & where I can get them?
2280,1,supplements,probiotic,7.97103e+17,1,Anyone know of any good probiotic supplements & where I can get them?
2283,0,supplements,dietary,7.97102e+17,0,UAE Health Ministry orders withdrawal of two dietary supplements
2289,2,supplements,male,7.97102e+17,1,"it's so funny that Alex Jones shills for ""male vitality supplements"" he understands his demographic so well"
2299,0,offers,free,7.97101e+17,1,"Save yourself some money with buy 1, get 1 free offers at discount supplements!!"
2303,0,vitamins,#NatureMadeAtWalmart,7.97101e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2314,0,supplements,natural,7.97099e+17,0,#onlinehealthshop #alternativehealth : View a range of natural health supplements at our online store d
2316,1,supplements,Great,7.97099e+17,2,Great bodybuilding supplements for bulking and increasing muscle mass
2319,0,supplements,Supplements,7.97099e+17,0,Supplements ko supplements ni.
2334,0,vitamins,#NatureMadeAtWalmart,7.97098e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2345,0,loss,M,7.97097e+17,-1,"@CraigSpierer_HB: Also noteworthy that MusclePharms 2016 Q3 loss only $1.4M, a big improvement from 2015 Q3 loss of $27.6M."
2345,0,loss,noteworthy,7.97097e+17,-1,"@CraigSpierer_HB: Also noteworthy that MusclePharms 2016 Q3 loss only $1.4M, a big improvement from 2015 Q3 loss of $27.6M."
2345,0,improvement,big,7.97097e+17,-1,"@CraigSpierer_HB: Also noteworthy that MusclePharms 2016 Q3 loss only $1.4M, a big improvement from 2015 Q3 loss of $27.6M."
2345,0,loss,M,7.97097e+17,-1,"@CraigSpierer_HB: Also noteworthy that MusclePharms 2016 Q3 loss only $1.4M, a big improvement from 2015 Q3 loss of $27.6M."
2345,0,loss,noteworthy,7.97097e+17,-1,"@CraigSpierer_HB: Also noteworthy that MusclePharms 2016 Q3 loss only $1.4M, a big improvement from 2015 Q3 loss of $27.6M."
2348,0,health,top,7.97097e+17,0,@Dorwest: Read about our top picks to keep your dog in tip top health!
2350,0,loss,big,7.97097e+17,-1,"Also noteworthy that MusclePharms 2016 Q3 loss only $1.4M, a big improvement from 2015 Q3 loss of $27.6M."
2350,0,improvement,big,7.97097e+17,-1,"Also noteworthy that MusclePharms 2016 Q3 loss only $1.4M, a big improvement from 2015 Q3 loss of $27.6M."
2350,0,loss,big,7.97097e+17,-1,"Also noteworthy that MusclePharms 2016 Q3 loss only $1.4M, a big improvement from 2015 Q3 loss of $27.6M."
2355,0,supplements,lipase,7.97097e+17,0,@JimStoppani @biolayne why are lipase supplements so undervalued?
2357,0,mass,lean,7.97097e+17,0,"How a 23 year old packed on 27 pounds of lean mass, without supplements, after discovering 3 u"
2367,0,thing,common,7.97096e+17,0,@rustycol its such a common thing.
2367,0,thing,such,7.97096e+17,0,@rustycol its such a common thing.
2368,0,supplements,herbal,7.97096e+17,0,Savesta the purest and most potent Ayurvedic herbal supplements ever created.
2368,0,supplements,potent,7.97096e+17,0,Savesta the purest and most potent Ayurvedic herbal supplements ever created.
2368,0,supplements,Ayurvedic,7.97096e+17,0,Savesta the purest and most potent Ayurvedic herbal supplements ever created.
2372,0,foods,right,7.97096e+17,0,@dinaliz2 @pamoula @TalebKabbara no you don't as I said before eat the right foods and you don't need supplements.
2373,0,supplements,herbal,7.97096e+17,0,Check out our site for more info on our pure Ayurvedic herbal supplements 0
2373,0,supplements,more,7.97096e+17,0,Check out our site for more info on our pure Ayurvedic herbal supplements 0
2373,0,supplements,pure,7.97096e+17,0,Check out our site for more info on our pure Ayurvedic herbal supplements 0
2373,0,supplements,Ayurvedic,7.97096e+17,0,Check out our site for more info on our pure Ayurvedic herbal supplements 0
2375,0,supplements,herbal,7.97096e+17,0,Check out our site for more info on our pure Ayurvedic herbal supplements 0
2375,0,supplements,more,7.97096e+17,0,Check out our site for more info on our pure Ayurvedic herbal supplements 0
2375,0,supplements,pure,7.97096e+17,0,Check out our site for more info on our pure Ayurvedic herbal supplements 0
2375,0,supplements,Ayurvedic,7.97096e+17,0,Check out our site for more info on our pure Ayurvedic herbal supplements 0
2391,0,diet,meal-replacement,7.9675e+17,0,"@mstern68: Alcoholism, the original meal-replacement liquid diet."
2391,0,diet,original,7.9675e+17,0,"@mstern68: Alcoholism, the original meal-replacement liquid diet."
2391,0,diet,liquid,7.9675e+17,0,"@mstern68: Alcoholism, the original meal-replacement liquid diet."
2393,0,nutritional,high,7.96652e+17,0,high nutritional diet.
2397,0,meal,full,7.96349e+17,-1,"We carry meal replacement shakes, snacks & full meals."
2397,0,meals,full,7.96349e+17,-1,"We carry meal replacement shakes, snacks & full meals."
2433,0,types,other,7.95767e+17,-1,"My diet consists of meal replacement shakes, yogurt and other types of digestive bacteria, gluten free shit, and electrolyte solutions."
2433,0,types,yogurt,7.95767e+17,-1,"My diet consists of meal replacement shakes, yogurt and other types of digestive bacteria, gluten free shit, and electrolyte solutions."
2438,0,protein,favorite,7.95719e+17,1,My favorite meal replacement protein: Level-1.
2445,0,products,right,7.95439e+17,2,Great products are right here
2471,0,water,cold,7.97233e+17,0,My favorite Shakeology recipe: shake it up with cold water.
2485,0,cold,massive,7.97211e+17,-1,One week of no Shakeology and I have a massive head cold.
2493,1,bit,little,7.97195e+17,-1,A little bit of the island in a dessert #cleaneating #shakeology #pineapple #macadamia
2502,0,water,strawberry,7.97184e+17,1,Mmmmm now that's love fresh mango with #vegan strawberry #Shakeology ice water and vanilla
2502,0,water,#Shakeology,7.97184e+17,1,Mmmmm now that's love fresh mango with #vegan strawberry #Shakeology ice water and vanilla
2513,0,meals,#PortionControl,7.97163e+17,1,"Amazing what #PortionControl meals, Shakeology and 30 min of workouts can do it for you!!"
2527,0,life,not same,7.97143e+17,-1,@danig627: @shakeology @2wildfriends I blended vanilla shakeo with sugar cookie peanut butter and life will never be the same.
2529,1,milk,almond,7.97142e+17,-2,Chocolate almond milk with chocolate vegan shakeology!!!
2541,0,things,few,7.97126e+17,1,A few of my fav things today = My super food shake & The Hamilton Mix Tape.
2544,1,feel,amazing,7.97123e+17,2,I just finished a 3 day cleanse & I feel amazing!
2563,0,nutrients,best,7.96975e+17,0,The best nutrients in a shake form or add to your breakfast or make pancakes as a #nutritional breakfast #protien
2567,0,breakfast,smart,7.96749e+17,0,"Got vegan smart all-in-one nutritional shake (naturade) for breakfast: 80kcal, 3g fat, 7g carbs, 9g protein."
2567,0,breakfast,nutritional,7.96749e+17,0,"Got vegan smart all-in-one nutritional shake (naturade) for breakfast: 80kcal, 3g fat, 7g carbs, 9g protein."
2567,0,carbs,80kcal,7.96749e+17,0,"Got vegan smart all-in-one nutritional shake (naturade) for breakfast: 80kcal, 3g fat, 7g carbs, 9g protein."
2567,0,carbs,7g,7.96749e+17,0,"Got vegan smart all-in-one nutritional shake (naturade) for breakfast: 80kcal, 3g fat, 7g carbs, 9g protein."
2567,0,carbs,fat,7.96749e+17,0,"Got vegan smart all-in-one nutritional shake (naturade) for breakfast: 80kcal, 3g fat, 7g carbs, 9g protein."
2567,0,carbs,3g,7.96749e+17,0,"Got vegan smart all-in-one nutritional shake (naturade) for breakfast: 80kcal, 3g fat, 7g carbs, 9g protein."
2567,0,protein,9g,7.96749e+17,0,"Got vegan smart all-in-one nutritional shake (naturade) for breakfast: 80kcal, 3g fat, 7g carbs, 9g protein."
2576,0,protein,Vega,7.96022e+17,0,@tanyagem Which Vega protein did you sport in this blend?
2577,0,flavor,nutritional,7.95999e+17,-1,I voted for Pumpkin Spice as my nutritional shake flavor this morning #ImWithMyCompany #Decisions #ElectionDay
2584,0,calorie,accurate,7.95665e+17,0,It keeps an accurate count of your calorie...
2585,0,pills,fat,7.95652e+17,0,Drank half a nutritional shake (40 cals) with 2 fat burning pills and 3 cleansing pills lol
2585,0,pills,nutritional,7.95652e+17,0,Drank half a nutritional shake (40 cals) with 2 fat burning pills and 3 cleansing pills lol
2585,0,pills,fat,7.95652e+17,0,Drank half a nutritional shake (40 cals) with 2 fat burning pills and 3 cleansing pills lol
2585,0,pills,nutritional,7.95652e+17,0,Drank half a nutritional shake (40 cals) with 2 fat burning pills and 3 cleansing pills lol
2588,0,food,nutritional,7.95572e+17,-1,"I always take pictures of my face while I'm at the gym, eating nutritional food, and drinking a protein shake."
2591,0,calorie,accurate,7.95423e+17,0,It keeps an accurate count of your calorie... U
2598,0,boost,nutritional,7.94883e+17,-1,Give your smoothie or shake a nutritional boost
2604,0,nutritional,basic,7.94696e+17,-1,"To cover your basic nutritional needs, combine the Shaklee Life Shake Mix with Vita Lea and OmegaGuard."
2613,0,mix,Vi-Shape,7.94421e+17,-1,"ViSalus Body By Vi Balance Kit, 1 bag of Vi-Shape Nutritional Shake mix (30 servings) And 5 pouches of assortment"
2620,2,nutritional,~,7.94253e+17,-1,"Thurs, Nov 3 Product DEMO 4-7pm ~ @DrinkOrgain nutritional shake that's certified organic #nonGMO #glutenfree d"
2620,2,nutritional,4-7pm,7.94253e+17,-1,"Thurs, Nov 3 Product DEMO 4-7pm ~ @DrinkOrgain nutritional shake that's certified organic #nonGMO #glutenfree d"
2622,0,protein,perfect,7.94191e+17,0,"Solutions4 Nutritional Shake is the perfect blend of protein, enzymes, vitamins and probiotics."
2647,0,fan,cowboys,7.97157e+17,0,@PcxXxJonny: Not unless your a cowboys fan
2682,0,feel,full,7.9706e+17,0,"Protein in the AM helps us feel full, so we eat less in the PM."
2695,1,thing,funniest,7.96947e+17,1,La kids doing the mannequin challenge gotta be the funniest thing ever
2743,0,kind,same,7.96829e+17,2,Not the same kind I have mesquite BBQ I normally don't like BBQ bit these are amazing hig...
2745,1,breakfast,plant-strong,7.96827e+17,0,@JohnTesh @SlimFast Here's my plant-strong breakfast every morning!
2770,32,feel,full,7.9676e+17,0,"Protein in the AM helps us feel full, so we eat less in the PM."
2772,0,diet,heroin,7.96752e+17,2,"@damu1978: @mattpiper1981 and here we are only one year later after doing slimfast and heroin diet, me wearing same hat"
2772,0,diet,slimfast,7.96752e+17,2,"@damu1978: @mattpiper1981 and here we are only one year later after doing slimfast and heroin diet, me wearing same hat"
2773,6,diet,heroin,7.9675e+17,2,"@mattpiper1981 and here we are only one year later after doing slimfast and heroin diet, me wearing same hat"
2773,6,diet,slimfast,7.9675e+17,2,"@mattpiper1981 and here we are only one year later after doing slimfast and heroin diet, me wearing same hat"
2777,1,diet,slimfast,7.96731e+17,0,Being on the slimfast diet I can only eat one large meal.
2777,1,meal,large,7.96731e+17,0,Being on the slimfast diet I can only eat one large meal.
2812,2,stars,many,7.96583e+17,0,"""How many stars on the American flag?"""
2830,10,type,not only,7.96464e+17,0,"When you type in ""snapchat not working"" to make sure yours is not the only one tripping"
2830,10,working,snapchat,7.96464e+17,0,"When you type in ""snapchat not working"" to make sure yours is not the only one tripping"
2855,0,bottle,half-empty,7.96411e+17,0,@craigshann I'm hiding under my desk with a half-empty bottle of white wine I stole from the office fridge (it was that or a Slimfast).
2909,0,amount,ridiculous,7.96202e+17,0,Twitter needs to be like and detect plagiarism because the amount of stolen tweets on here is ridiculous
2972,0,diet,#slimfast,7.96008e+17,0,"8.11.16 - day two of my #slimfast diet and still going strong, no urges yet."
2974,0,diet,liquid,7.96006e+17,-3,"@NotARatsAss: This liquid diet of vodka, NyQuil, SlimFast, and tears is really working for me."
2976,1,diet,#slimfast,7.96e+17,0,#slimfast diet 4 days I lost a whole pound!
3027,0,thing,clich,7.95722e+17,0,Seeing an overweight person with a flat of slimfast in the checkout line is probably the most clich thing i've seen today
3067,2,cream,sour,7.95415e+17,0,SlimFast has peanut butter chocolate bites & sour cream and onion chips and suddenly I'm rdy to go on a diet......
3120,0,bar,slimfast,7.95205e+17,0,"i don't fascinate me, i'm just like, a slimfast bar for my soul."
3121,0,powder,own,7.952e+17,1,@Morrisons does the kings Lynn branch stock the own brand slimfast type powder please?
3135,4,diet,#slimfast,7.94936e+17,0,Day 2 of my #slimfast diet.
3138,0,protein,special,7.94916e+17,0,I been drinking alot of special k protein shakes but I gave slimfast protein shake a try it is good too
3138,0,protein,special,7.94916e+17,0,I been drinking alot of special k protein shakes but I gave slimfast protein shake a try it is good too
3139,0,shop,More,7.94908e+17,0,More reason to shop at #HomeDepot!
3140,0,drink,bring,7.949e+17,0,Can't bring myself to drink slimfast after it turned my sick pink
3189,2,life,relevant,7.94712e+17,0,Drake's lyrics so relevant to my life
3215,1,snack,#slimfast,7.94556e+17,3,Loving these #slimfast snack of 100 calorie cinnamon bun swirl crisps.
3215,1,purchase,need,7.94556e+17,0,Think i need to buy more #weightloss #weightlossjourney
3242,0,bottle,Herbalife,7.97221e+17,1,That Herbalife bottle in the 2nd frame is nice yazi
3242,0,bottle,nice,7.97221e+17,1,That Herbalife bottle in the 2nd frame is nice yazi
3272,0,protein,pancakes,7.97207e+17,0,@Herbalife: Power your pancakes with protein this morning #HerbalifeNutrition
3283,1,people,nicest,7.97199e+17,1,Herbalife got the nicest people I've ever met.
3296,0,products,Herbalife,7.97188e+17,0,@MichaelBaah_1: 300 scientists and 36 PHD's behind the creation Herbalife products.
3314,0,pills,Herbalife,7.97181e+17,0,I have real estate in FL and some Herbalife pills that
3315,3,pills,Herbalife,7.9718e+17,0,I have real estate in FL and some Herbalife pills that may interest you.
3329,0,flavor,#HerbalifeShake,7.97175e+17,0,What #HerbalifeShake flavor did you have?
3331,0,flavor,#HerbalifeShake,7.97175e+17,0,What #HerbalifeShake flavor did you have?
3332,1,flavor,#HerbalifeShake,7.97175e+17,0,What #HerbalifeShake flavor did you have?
3335,0,breakfast,healthy,7.97174e+17,-1,My healthy breakfast comes in the form of a Herbalife Chocolate Mint shake altogether with my 9
3367,0,feeling,great,7.97163e+17,4,@CarreonLisa: Tummy felt flat feeling great & loving the process #herbalife #love U
3367,0,feeling,flat,7.97163e+17,4,@CarreonLisa: Tummy felt flat feeling great & loving the process #herbalife #love U
3382,3,feeling,great,7.97153e+17,4,Tummy felt flat feeling great & loving the process #herbalife #love U
3382,3,feeling,flat,7.97153e+17,4,Tummy felt flat feeling great & loving the process #herbalife #love U
3389,0,products,more,7.97149e+17,0,to learn more about the products or Herbalife
3391,0,products,more,7.97149e+17,0,to learn more about the products or...
3392,0,products,more,7.97149e+17,0,to learn more about the products or Herbalife dU
